,Review_Text,Topic,Doc_ID,LDA_Topic
6837,go trip march stay nearby hotel maybe small felt cosy comfy make trip attraction tiringfrom airport take taxi hotel greet well reception long hotel enjoy comfy bedshey enjoy attraction right time go look attraction hotel free coach service glad cater family small one use stroller kid excite first even go excitement abate night day rid atttractions expect chance see original guess small hongkong downside expensive meal price high guess thats money still halal food outlet number visitor middle east malaysia indonesia lose proportion possible income wo lengths attraction time suffice say make kid happy nightly fireworks show nice way say goodbye,50,6837,2
6838,title worth go hongkong dinseyland small stuff small scale disturb queue outrageous ride recently open area ride break multiple timesstill first time dinseyland may enjoy exclusive like toy story iron man thingywhich open yetetcgetting easy well mtr station buy ticket time nightmares come true ultimate comment,-1,6838,3
6839,visit hongkong time last year time absolute joy small kingdom hongkong pack punch expect tradition well uniquely asian ideal sign board mandarin cantonese english make navigate considerably easy last visit truly magical make especially special interaction stitch stitch encounter hong absolute well worth mtr commute sunny bay,-1,6839,0
6840,partner come tuesday fantastic day school holiday public holiday festival line rid arrive open left fireworks pm easily rid twice show parade firework thrill ride still fun ride favourite buzz lightyear teacup fun small well mickey show favourite whole day absolutely gorgeous well donethe food expensive expect theme parkmy tip day incredibly hot sure hat sunnies sunscreen bring water water bottle place fill bottle drinking bottle water bring buy compare position least min parade firework fill quickly people issue push front line go ride ca imagine bad queue wonderful day imagine great experience kid obviously like bother highly recommend day,41,6840,7
6841,maybe small compare american cousin maybe proximity world densely populate region nightmare navigate unusually large volume people weekday reach open food terrible rip,-1,6841,3
6842,recently visit hongkong little bit disappointed think head open year line la include california adventure arrive struck small mind hop usual classic ride haunt house pirate carribean splash mountain nope new ride see mystic manor grizzly gulch couple feel day hongkong ive spent day la magic kingdom still feel nice away hustle bustle hongkong day want spend nd day ocean,39,6842,3
6843,love character big fan movie treat lover like mei literally lose love first time visit love concept dedicate special area story love pose princess take picture everywherei love last firework show word awesome wasjust amazingu reach early grab place yourselfelse stand lastits big usa still love,-1,6843,1
6844,enjoy cartoon small area need spend energy,31,6844,8
6845,whats like felt like little girl moment step childhood fave character bring life plus special area story totally love toy story ride ill definitely back time lil girl,30,6845,8
6846,want love place okay husband surprise year old daughter visit trip hongkong travel china adopt little sister pretty love toy story cool staff member exceptionally friendly crack smile hit miss worker food cart consistantly friendly helpful visit thursday crowd make impossible enjoy day daughter love surprise excite honestly ready leave pretty quickly line long take long line well organize fast pas option super hot expect crowds lack shade area make long exhausting day hop stay firework give return hotel swim think return later possibly day honestly want gift shop crowd street take minute back crowd fight way refuse buy stand line wrap build pay completely experience crowd day,50,6846,7
